Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HALO TELKOMSEL,Chrome 115.0.5790.110,,,2023-08-01 13:42:05,2023-08-01 13:44:16,2m - 10.460s,PASSED
,,,,,,,
Test Cases/REGISTER/Prefix ID/0811 KARTU HALO,Chrome 115.0.5790.110,Prefix indo,,2023-08-01 13:42:06,2023-08-01 13:42:22,16.654s,PASSED
"openBrowser("""")",Chrome 115.0.5790.110,,,2023-08-01 13:42:07,2023-08-01 13:42:09,2.832s,PASSED
maximizeWindow(),Chrome 115.0.5790.110,,,2023-08-01 13:42:09,2023-08-01 13:42:09,0.156s,PASSED
"navigateToUrl(""https://bebeclub.eydendigital.co.id/membership/registration"")",Chrome 115.0.5790.110,,,2023-08-01 13:42:09,2023-08-01 13:42:12,2.684s,PASSED
"click(findTestObject(""Homepage/a_Register""))",Chrome 115.0.5790.110,,,2023-08-01 13:42:12,2023-08-01 13:42:14,1.924s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Depan_first-name-form""), ""aziza"")",Chrome 115.0.5790.110,,,2023-08-01 13:42:14,2023-08-01 13:42:14,0.301s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input_Nama Belakang_last-name-form""), ""prefix"")",Chrome 115.0.5790.110,,,2023-08-01 13:42:14,2023-08-01 13:42:15,0.259s,PASSED
randomNum = generateRandomNumber(),Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.001s,PASSED
random = new java.util.Random(),Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.006s,PASSED
"lastNineDigits = String.format(""%09d"", random.nextInt(1000000000))",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.003s,PASSED
"randomNumber = ""0811"" + lastNineDigits",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.003s,PASSED
return randomNumber,Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.001s,PASSED
"setText(findTestObject(""Page_Bebeclub - Membership Registration/input__number-form""), randomNum)",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.339s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Password_pass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.223s,PASSED
"setEncryptedText(findTestObject(""Page_Bebeclub - Membership Registration/input_Konfirmasi Password_konfirmasipass-form""), ""iFGeFYmXIrUhQZHvW7P22w=="")",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:15,0.228s,PASSED
"selectOptionByLabel(findTestObject(""Page_Bebeclub - Membership Registration/select_Pilih Kondisi Ibu Saat Ini""), ""Belum Hamil & Tidak Mempunyai Anak"", false)",Chrome 115.0.5790.110,,,2023-08-01 13:42:15,2023-08-01 13:42:16,0.274s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/button_Kirim Kode OTP""))",Chrome 115.0.5790.110,,,2023-08-01 13:42:16,2023-08-01 13:42:16,0.194s,PASSED
delay(4),Chrome 115.0.5790.110,,,2023-08-01 13:42:16,2023-08-01 13:42:20,4.041s,PASSED
"verifyTextPresent(""Berhasil"", false)",Chrome 115.0.5790.110,,,2023-08-01 13:42:20,2023-08-01 13:42:20,0.133s,PASSED
"click(findTestObject(""Page_Bebeclub - Membership Registration/img""))",Chrome 115.0.5790.110,,,2023-08-01 13:42:20,2023-08-01 13:42:20,0.178s,PASSED
